ecrop_village_code,iwm_location_id,iwm_location_uuid
9046,23941,7c1c3dbc-1f6d-4227-bde1-56a3e0db1a80
8997,23952,c2e1049c-664a-49de-8f69-dc3f67c719f9
9007,19726,7e24cf52-58a2-41ca-90e4-a840b84557cf
8989,23968,0baaf161-3ca8-4ee3-9044-184b36aa8b20
9042,23999,e08aa52a-b468-47ed-a4f3-c6935de726f4
9002,15077,16584915-e22d-4b07-8431-aa49f1a69fd2
9040,20035,e5c1ed42-b845-4b36-a16e-69ea7bc146b0
9011,24050,c90a9623-9a16-48fd-be99-188006cd109f
9069,19965,c7f1e2eb-ac3d-49db-bc6f-a7b1bcac3bc4
9045,24076,064194be-4cac-4a47-8690-7a0609341fc4
9019,19956,a5536168-c8c5-4a79-8000-b4edf659b0b8
9068,24089,30b557a5-575d-462d-b208-279dd7474488
9053,24109,dd3d9926-3046-4cd1-81c3-2d9c1511f73d
8994,24127,6ecef5dd-2653-4cb8-9518-46af3168a1b3
9018,24143,627881ad-c033-4754-98f4-813733b02ad0
6535,24091,bba40c97-e8d2-4104-a980-ec6e25347970
6512,24107,9f9744ad-1c9f-458d-b438-430c676813eb
6527,24151,e04e9121-17f1-469b-8094-873fc2a479f2
6483,24096,9bce8146-8b5f-4a2e-83fd-501924803314
6547,24121,56dbb177-b9f1-40a2-a33c-0c475a11f72b
6487,24047,44592360-8483-4548-92f0-6a76b2b9ca66
5691,24160,46d006f9-a032-45fc-8760-db6cb68a8758
5662,24206,8f629bcd-437c-4a8f-af00-e629a51d3f18
5653,24057,bac9174b-cebe-44f6-8f7e-2f75f94047ac
5685,24101,999d52a2-6338-4a9b-a56f-f732fdea7c76
5681,24179,41530e17-5ad1-4e66-8ab8-dbdb39dccf54
5700,24114,9c7aeabd-83b3-4410-9b93-774125ec7bac
5674,24218,c0011853-d5d2-4b00-9a33-25c8bc40d726
5644,24161,f806b02a-27eb-451d-90fd-fb05c567550a
9070,24256,141ca276-5509-4dbb-8b24-e975f39abdc5
9005,24283,e332dc84-6248-4e98-8ff9-2b62d4dc08a6
9050,24288,9ae898f4-552b-4d5e-b1e1-6a2cc2f57a08
9028,24325,e0c3a645-c664-417e-9846-45d8b9c9c9a3
6526,24328,4b8e38a2-e9e5-49b6-9529-bab2c8600448
6491,24224,d37bd4af-24d3-4a71-bbb9-009eec5f4b25
6502,24239,fc21533c-a49c-446e-bed9-507085a2e669
6530,24355,48986b18-c22a-4a39-bb6d-3fed97ababe8
6488,24238,890a916d-7f25-479f-baa1-553ae3015b7d
6501,24313,f87bffbb-c904-43d5-a607-fdf77520bf29
6516,24351,242f054b-9a75-4156-a343-034e1d48c164
6500,24230,e9e33ec0-ac9d-412d-9cf8-a35fb6ac9b30
6511,24268,d6a169c6-864a-4b0f-882a-abae372a9430
6486,17566,400fe9d4-c662-4208-87aa-c5f5e3ce8e80
6484,24331,40d97407-0496-4546-a9a7-d2369c478046
6509,24359,1249375e-f720-4504-a785-f843c3e44afa
5696,24223,60f4f6b4-c6cd-43d1-bff2-8b4430d4e2a8
5619,24221,b5748407-b4bd-462c-a163-2442785b696d
5593,24275,62b9f842-7696-44f3-bd18-b2c60892403a
5697,24309,e5b6d9fe-002a-48ae-a2d0-c1861aca756d
5705,24330,e8105ea6-5c2a-41ec-889d-083f30b7e74a
5622,24340,c92a9f3b-fc65-4a81-9be5-a4996dcb5273
5620,24231,79bf9943-21cf-4e78-bdb9-729a028449ca
5631,18562,eea235a9-6148-4ba5-b8e2-a9779106a6bc
5655,19165,bf6806ae-2890-4c44-8630-2a5d14184670
5682,24294,6e18585d-6002-4789-baf7-ac5c23cfdd01
5677,24310,3c2efbc6-b28a-4033-83c2-0894dfc21ce1
5676,24357,9ba2baa7-fbc4-412c-99a7-d114dcd574bf
5712,24366,735f5330-9ee6-4af7-a6d9-c9c1165e2ef8
5641,24234,bb692ca3-7d51-4e9f-a53f-9524dc59466b
5719,21800,3df2f7d4-513e-4071-8ae6-0bcb021cf491
5612,24282,55252b68-4b2d-4335-b62e-e0e87ef72c1d
5703,19686,a70bddb4-d538-4883-befe-e9f7d22129c0
5604,22480,55e118d7-da51-445e-b891-94dd4558ccd0
5718,24307,37cea36c-098f-4cdd-ba6f-7a107b7f8fee
5671,24326,68c825a6-31bd-480a-ad21-6586c95d2bd1
5591,24336,bbdd1cd8-300e-49b5-b9cc-4b2f31aee368
5615,24342,cd1f1cee-9bf5-4dbb-94bb-750a1a91c07f
5693,15237,465f444d-39d3-4d34-b51e-669d0fef08de
5600,24232,bcd6bd62-dcb3-48a8-af1b-b24b32160728
5673,24240,13a29448-d33c-4a38-98bd-2bb16272790c
5616,24260,045b0cef-766c-42a1-8108-02f349150dd3
5695,24335,aacf03ff-b3dc-4375-9c04-7241f42ef97b
5651,24354,3e885309-94c3-43aa-8ee4-879e281b8bf5
5431,24363,71730692-392e-4559-914d-8c6da560dd69
9024,23710,8fb10365-ea36-45b4-ae22-b21c2e72296e
9034,24187,2e5d2f4e-2915-4af9-825d-adf9ff037332
9035,24187,2e5d2f4e-2915-4af9-825d-adf9ff037332
9031,23767,63677b84-1cd7-44fd-84fb-991f770676f4
8984,23846,6d6c0d75-f774-4294-b4cc-4fbeacf8601f
9066,23851,50a4ce5f-1225-42c2-8a74-0719472337cd
8983,23856,01a3f4c0-f878-4dfb-b034-af57e5df3734
9039,23863,321ba15f-3dad-4462-bde5-8da12c4c8b3a
9063,23873,b10494e4-c324-496c-aea1-c576d8718f77
9048,23877,b8ec59cb-1b69-4a21-9ca0-c8a57490b0af
9064,23883,5f551b15-da99-4b07-8fe4-6a25e3bdad4e
9004,23923,aac9a2b4-c702-443e-a812-4c8e7403204a
9043,23925,bbb6b32d-2d3c-4410-b80b-d9bb821b2a9a
9017,23939,70f1cad0-3ff3-447f-a194-410564d58e7a
9056,23964,8142e5f4-7fa3-4755-a3c7-07c502e132e4
9044,23975,4f9a00e4-4beb-462b-b21b-cd51c3c24eff
9000,24007,cabb7aa6-ba79-4300-944f-6f6436a2fe92
8992,24030,2c14a02f-41a7-47b5-ad7d-c4d971970f80
8986,24032,39a5b937-0294-4fc0-932a-d0737804f6f8
9033,24044,dcd632e5-ab5d-4976-bec0-deb3ddb998d8
9015,24080,fd12d5ac-4bdb-4e45-8a0a-d65e3fe21b94
9021,24085,6d92186b-03dd-4bd3-be52-5e2f7348e3ff
9057,24094,4dbe6ec5-93b9-4b5f-9232-e2d68a40bcbc
9020,19431,90e6343b-9cec-4d03-ad79-e5db23a97f51
9026,24112,09ced482-6d12-42eb-bece-41a8d40bff43
9052,19653,c3bb84a3-eeea-40ec-b8b1-ca534937d8c7
9009,24134,4dc3bb27-480c-4e0f-8a7e-1c9792765e0b
9012,24135,16a44737-764d-4b63-b304-45352a5fe7f9
9061,24142,1aaedfad-823f-4731-bf41-3030033d7d48
9030,24152,dad529bb-47a6-4701-acc6-126e2ef68e65
8995,24158,b9e625d3-a79c-43d0-9783-5c732b420af8
9008,19930,4dec4396-5f4e-475b-b26b-40f13a8a69a5
9038,24184,2b2aec16-5b57-4fc7-ae68-d0f02930de65
9034,24187,2e5d2f4e-2915-4af9-825d-adf9ff037332
9035,24187,2e5d2f4e-2915-4af9-825d-adf9ff037332
9041,17491,a705e23d-c61a-4ad9-9444-c465c6843a23
8988,24192,330c87c3-f6cf-4e87-837c-aa10bfd9436c
8991,24198,5324bf88-d3cc-4adc-a524-3132a28fe498
8999,24199,ea637082-5aab-4558-873e-48b6888b5518
9054,24200,3c459cf0-1a4a-42f6-b084-fa4401915c91
8982,24211,11b4ad3c-0ed9-409d-99d8-2b6e532f05d0
9058,24212,ebaa0be8-459f-487c-a3b8-fd6d0f4134f1
9025,24220,77dc8d5e-54e1-4aff-9f33-382195078f3f
9013,18774,906d5e81-6969-409a-8704-239014d2bc64
6508,29065,60523b09-001c-452c-a27c-8d059567c0d5
6513,18618,a60dcc9a-1eed-4fa9-aef2-8bf682e09db9
6550,29064,70c569de-2eb7-4df0-9c99-0cb5b9a08bbc
6536,18666,31d1e852-851b-428a-bc6c-9173376a59ec
6518,18752,c0f0234a-816c-4a1c-b7a8-dedd914cbce0
6514,21658,5ca28155-7ffd-4c95-8137-d678af45fcc7
6549,18669,191b0c17-0a32-411b-a618-c961e7e92501
6531,29063,072bdbbf-f527-48a9-91db-3b425422b8a8
5595,18613,f5ccec62-99af-4523-8055-3d908cb9c826
5611,18694,f67d6c23-e51f-4df6-b1fd-5cd24a6dde0b
5613,29031,cb871680-2ac3-4c2d-bdc2-b0b4c60df119
5704,18705,f19c9792-f3bc-4592-b6be-3c3a1ad2bbf4
5711,18612,cfef7617-4cd7-4900-8f09-b6cffb9c390d
5689,18643,03c9fe78-2570-42d0-827c-d219673075d9
5667,18650,4c4bd34a-faf7-4921-91ed-24f3fdd09895
5602,18784,d3746ac0-5b2c-4eb9-98ab-5237d9a0c575
5588,18713,d3f89aec-051b-423b-a276-d0820022e863
5587,18740,c26a8b0c-1233-47a9-a52f-bccb45d9cfdf
5707,18610,26e90323-1954-4cb4-88cb-fefa997ea433
5633,18620,157d1090-64f4-487a-a8a7-aacf5917c341
5638,18654,cc56503e-8ce8-4cfd-80ed-51f29480b0e1
5607,18675,99f12b39-bd40-4aff-b5da-872382beea79
5617,18715,165e2ae1-6eb6-40d3-ba14-1b75c0f36ae6
5679,24373,30eb4844-ab82-438d-a2b8-63c2eb2f1e33
5668,29061,5220e4db-7e63-4766-9226-8a3f081734e0
5654,29062,e50cc6f4-8e55-4eff-9cd4-28d3ebbe4e24
5363,18623,dca09dd8-b4b6-4213-9451-88966e2245d7
5404,18646,a36a56c7-51cf-4334-a10a-0f82501a4da9
5690,18658,d9971f45-7ca8-4f92-93a9-9624d86c921b
5443,18679,cab90bb2-3ca6-4535-86bb-eb4958dff7df
5621,18711,d840caec-eb33-4145-a394-075b47f08b43
5649,24370,1920f975-81b7-46de-9bb5-319a1eb54a87
5602,18784,d3746ac0-5b2c-4eb9-98ab-5237d9a0c575
5378,18631,5f438199-8df4-42fc-9b42-1ca6e4a80f40
5420,18731,986d8c3d-0de1-46a2-b21f-31cee67f579a
5375,18732,e871ad90-e52b-4712-b02c-c93a17533ecb
5365,24374,8aff8af7-904b-40c8-a382-63378f6cdcfc
5360,18659,7247b6c9-195d-4e99-a50f-bde0a70a43f9
5410,18201,bebd4dff-201f-4031-b593-ebc4332a545d
5409,18698,6891772e-5312-45e5-8f98-2eb3bc4b6772
5392,18701,33193ead-0c23-4646-8359-a3851b391811
5379,18703,ddc7a715-e2aa-422c-a4d5-64542e648b3e
5428,24368,9fe08ef9-5501-4649-a6be-4a86f88d864c
5529,18639,09f8c561-675e-4322-ba36-ad2ac9ffde42
5551,18656,04189589-6b88-4d8a-a86c-2f4e1d928edb
5546,18717,d127b53f-9ff5-4412-be3e-f05c19fd6eeb
5574,18619,03742918-70ea-4f24-bc2f-dc7f6793dcc3
5526,18644,3e5044c6-571b-4981-b565-79e3a3f42b57
5537,18648,f3e380b2-fd58-4898-a5b1-59847c2866e8
5536,18677,32e8c8f8-ef6c-49ad-bfc4-229672582b85
5570,18963,dbd35649-4595-4007-9d56-355e2097e473
5532,29069,349e7e84-9d36-4c5f-b564-ff1e848d976a
5577,18649,bffaa261-ef08-4773-a993-4160bed5a754
6518,18752,c0f0234a-816c-4a1c-b7a8-dedd914cbce0
6548,18763,1168729c-3606-4fee-906f-08e5c46b3c36
6505,18768,b8bb2679-0eed-4fcf-88b9-02832169d5a2
6522,18728,b3eff568-4b77-4d54-b771-cfa4813e8b63
6524,18817,d2bd9191-bc29-4975-a6b4-2f03ead0309e
6515,18822,746839c3-8bd7-4ddb-8092-d925ee82619a
6520,18749,20a3394c-fb33-474c-983d-f7f74dbfc8e5
6517,18779,8d0e5852-7357-48af-88be-ebded5b4cfae
6544,18851,77ceba6e-f7a6-40ad-96d4-c96f9aa8c350
6519,11422,1dba7233-8610-4963-a63b-067ac9b4c771
6539,18872,0096107d-d071-493a-84b0-e899b5b3dad6
6494,18832,e90b3a55-fb9c-48f0-8216-58a4ee613d32
6534,18846,4237288b-dc60-4c34-9f65-fcec042e8635
6551,18859,25c271b4-4f09-476b-bcea-cb6634d56141
5713,18757,e24d1abe-286b-4781-8721-bfdb2699f5b8
5658,15093,b277acc9-7efa-4ccf-bead-e498ee3ce736
5599,18820,9ad60282-c0ea-40e2-8fd9-249e842565f8
5692,18837,12f913d0-9b49-4c7d-9166-0177c94bbb4c
5675,18873,783679bf-94af-4c4f-9b77-dbd563684e86
5608,18786,da543da9-b602-40ad-a20f-c701769070b4
5659,18795,75aee037-b729-4c03-91e8-63ee863dcb03
5698,18814,b2dc5937-ae78-41ac-baa3-d08a11b749f0
5645,18833,acac7065-49e7-4b77-a5c1-5413b01a246b
5701,18868,8e1f66f1-8d95-47ff-88ea-579cd04b0c73
5634,18753,45ed1cef-46e8-4e8c-b07a-21da2ae1dc3a
5440,18787,4f5e510d-b5e2-4b32-8065-3dbd504c1253
5684,18790,fb0c76ae-be2e-458a-a8af-190d910a4192
5369,18793,12bfe35c-d25a-425a-9434-47504bcc7e2e
5709,18796,6fe7a992-b841-406f-86d9-c3b0d6e6b578
5419,18829,d8101fe1-11d3-4766-a4a1-13a01528b2ca
5610,18840,48a62769-36dd-4100-9868-57c83466db80
5426,18857,1660aa54-2ede-44e4-ae32-bde5346bca5b
5670,18864,e74b7bef-5053-44fb-9076-01243c069fa5
5418,18748,aa829ae1-8a7f-44ab-90ac-3116c5831174
5367,18781,99cf3c17-b2c7-4e38-a310-e2c04f38cf4c
5427,18810,c32acabe-c130-4453-bb28-dad911aca7e0
5355,18841,498294ee-f248-41a6-9876-1be07f6cc46f
5446,18843,003acf02-69b9-4451-9e1f-d5115910b79d
5441,18870,b66c7b74-b2bb-4753-a3ba-82782e97d96a
5385,18772,b95791f7-6229-4c63-b994-2c01aebee852
5436,18785,9367da7c-e705-4a6e-8c40-4a74d72a6d48
5371,18819,f46cb8ab-0171-4103-b9ed-0a3157d6c519
5370,18821,ef7c9f76-7b09-47fc-ade5-5aa0597b61e6
5377,12228,7f4fa60f-82c4-47e8-aab4-e9488d3961cd
5374,18838,e844cd62-d7c2-488e-af72-1b0d55212c94
5447,18855,6d539a08-a60d-454b-bce8-f0d85ad411e0
5393,18755,472eee1d-efec-47bd-9769-469403bb6626
5525,18778,9df36d22-e654-4247-8da7-53c95132ff32
5396,18827,753d2627-9eed-4d3a-8643-5dda0f2831e9
5438,18850,3f1b04a1-af71-49e5-9053-20acde093b0e
5550,18684,d5ad2c16-70fe-4335-a159-38daa3d95017
5557,18744,38b74627-6151-43f3-9031-f85f6c839495
5556,18782,f0fc0c4a-01cd-4443-9911-7769dfcb8f13
5561,18813,f1484bc8-b862-4618-a02a-fa15b01809d4
5563,18867,ffacb186-5d82-480f-8659-ade4222871c7
5554,17745,68ce5bec-e7c5-480b-bb20-c1eea2a4e128
5573,18771,906dbe6e-6c1c-4e1b-bacd-c2aff0fe5a6a
5527,18760,7c2f25d1-8401-4082-96d1-794598ddd4a4
5535,18777,efb52a0f-0823-43da-8b0f-914da3691b7f
5524,18798,0d072b6c-ff15-4c26-be24-00f05b4a91f9
5549,18818,fabd93e5-7197-4d3f-8b27-350b2316f048
6510,18970,4869f0ce-6497-4cd3-a6c1-9127d577da6b
6546,18916,e890269b-6f7d-4a1a-ab47-480bdab3ad5a
6596,18991,5f30f08e-63dd-453a-bfcd-b3bad7c84f36
6575,19010,3f5df9ac-3bcb-446a-bd34-5de560c27c44
6543,17687,bd22938d-3c5b-4ff6-a229-c48271ae5257
6496,18951,3a1311ac-9703-443f-ba1a-d5c01f6bb1d2
6532,18975,6e5b689a-d70f-4c9d-9d8c-5fe62f30b76c
6498,18884,840a3649-ff8d-4c07-8668-f13202e73f18
6503,18893,127dfc96-3474-42db-bd33-57dde091fa6a
6528,18949,e3e50b84-9c1e-4ff3-9985-d78250175c40
6495,18962,a3e31a1f-874c-410a-bf2b-ff98660e125a
6561,19009,85de9e60-8e2e-46ec-8e5e-85793acc889b
6542,18897,46c09d50-e719-46be-9c52-eeecddec7d6b
6493,18899,ae67a022-f736-4871-aa20-ff349d7b82fd
6586,18959,5f16ba56-d284-47ee-b620-ba4fdce667b7
6584,18990,8fa693cb-3d11-48f0-8bae-8059a53a816e
6600,19007,2cd582c8-884c-4eb3-a216-4135d1678f7a
6497,18876,7fb4ea0c-5bee-4fa5-ab5e-1a62520f96b6
6525,18903,4aec17a9-55f3-47c0-9dab-f9f877d7f869
5666,18912,4e0ddbdd-8f7e-4180-86d6-b7bda0f01016
6625,18947,b6a17dd2-98fd-4b6a-aba2-9fde9df10791
6606,19000,4079cd8e-6e6b-465e-a64a-3980758f551f
5721,18880,2265e9b9-ded8-4b53-808a-2e1e7f8168a4
5596,18894,6e4566b6-3d70-4485-a551-698c29b20b02
5432,17379,108334e5-e59e-40ae-b43c-09a916e2866e
5629,18923,f2d97393-2e8c-422d-a6d9-16093aee78b9
5491,18932,5f842262-2b85-47a2-81ff-8a24287daa04
5500,18946,d25e4045-d021-4916-b29b-f5d9428562ab
5494,18948,374d3ca3-e0c7-4f64-8dae-976427fc54cc
5512,18956,5e864ff9-1167-45e7-b219-0e4e292f1d73
5511,19507,8b0e724b-6167-44db-bd82-3608ef0dad5b
5506,19448,ccc38b18-f392-4ac8-b757-63b4c70bf9ec
5496,18973,233f7aae-a6a1-4643-9846-3852c6741df2
5471,18988,35828a95-7037-4f24-974f-d09ace073e5d
5394,18720,0198dde2-705d-4d66-8c25-c1786970b1d7
5425,18909,4f27d87f-b891-4112-8e4d-6d2f4424a7ca
5424,18919,9a1799c0-66f4-4793-a632-8e415565e179
5437,18920,4297a8c1-78c7-41ad-a6a1-8f728b491e54
5364,18928,962ab654-89e9-4975-af8d-6e1f44899d5b
5483,13368,986cf770-7eba-47f0-bf49-d4842b2f1b26
5381,18945,4ec5defa-e7f1-4f2c-ba10-c2c6df741fe6
5386,18955,cb3503c6-d010-4331-bb3f-c09f5e638522
5417,18961,958581e0-29a9-452d-b546-28610651a5f6
5366,18980,42b1de45-af82-4dde-a7e2-5823559b60e4
5408,19003,b2a5fe82-c27f-4c8c-8ef7-0ebf3a255123
5356,18879,8bbb8d4c-ec04-4899-8b14-e21d53acccdf
5435,18901,f61f7191-164b-47d3-a715-9fc3e30b98ae
5406,18911,0a52d067-1017-4972-a273-7ff3a47d3763
5414,18929,69758e41-6e8d-4743-a58a-824032745a95
5376,11074,34a3b102-8b86-41af-85b5-fa30963772a1
5411,18992,d6933d36-ee2d-4e77-813b-69abc6d636b5
5405,19001,72cd9581-b99c-47fb-96b9-a696c1b95cbe
5412,18898,1b55e9be-3403-41ed-b676-68cf496c4a73
5530,18922,b713ed35-8556-49c5-a2a3-36c2fca693b8
5380,18933,296991ba-6ece-465b-8af2-f8fcd9692edf
5384,18936,ddea2516-44f9-4bdf-a653-e508fa2a4937
5433,18847,05457632-87df-4249-b27c-9fd21a284484
5542,18860,fe34142e-5c11-4c13-a067-c81bd547e2ca
5544,18941,d8713952-7a29-4a79-8c0a-ed01a793d109
5575,18882,bc057120-2a29-4623-9552-d5a9b3a198eb
5539,18891,65d9f025-fcf9-43a0-9fa8-00065e7f0ec6
5571,18942,31578952-5ec9-4b74-8fae-5184d4ef5f60
5568,18828,8f18b51c-dbdf-4a2b-a1f3-3e1f7be1e9cf
5540,18871,b400fc78-e743-416c-97b3-645c55e814ee
5572,18915,63ef6ed4-f78e-4635-9e04-7a8b9d51a1ed
5562,18930,c396ce98-1db5-46a3-ac38-15a1483e262b
5543,18937,6d2d068a-f2bf-45eb-84d7-345cb98ebefe
5584,18950,eba0f670-7df1-4fca-bb9d-8bc96f89f5a7
5583,18971,1eef8102-8acb-454a-9291-1f7ea6086c2a
5564,18907,ac59aaba-b568-4f77-a619-c32d35abe99d
5548,13063,8ab4de4a-3ba1-492e-8caf-9b6bab135fae
5567,18927,11924237-f876-4d6f-bee5-118bb8dadb55
5558,18957,15c17849-f380-47a3-baeb-20f7b4dfbd30
6738,18908,f46fdc21-8a05-4cbf-a6ba-29b0dfc6df7b
6752,18954,3bff4c71-8261-4287-9462-ae4e67b8051e
6598,19038,a7b04a8c-6ec0-499f-95bc-a92c7aceb894
6552,19069,13963064-19d8-4efa-996c-1d9a1781cacd
6627,19082,74b3d732-75e7-45ad-b132-57a98aba9ebd
6569,19110,0d966013-0741-4485-a633-141bfe13c7c4
6592,18984,a7b09be2-a47d-4bd0-9a26-835927b30f44
6545,19017,c818446c-b184-4ff6-a0ad-710cdd1f3abb
6622,19019,7bb39bed-a14c-43a1-bd67-1de8acf6627e
6540,19025,57c828f6-6b9a-4539-b99f-b7f4a459eb29
6590,19098,e0fd58fc-3494-4ceb-abe8-c8ce4ce96d2c
6562,19131,d16743bb-1195-483f-a67f-970720d10f28
6628,19133,88b4215e-3c8d-4fdc-954d-512ee9e82f7b
6618,19157,eb03e083-bbb9-4aae-a6ed-f73fb4b32567
6574,19036,7c7a9fa1-962e-40b9-a545-8ba915b52c5d
6563,19078,384d2804-1fb8-4e8f-9a30-e0634f3ea68d
6611,10949,b26a920c-c788-4dad-8cf0-52772c098700
6609,19128,08149eb5-7d61-4544-b7c6-72f505609dc6
6570,19146,0ef88fef-31ba-4637-9576-f2f8c8692966
6567,19155,f2fc1da0-27bc-466a-98fc-b0c264704aad
6565,19049,81aefcbe-8ddc-4bed-bb28-a80006e2021b
6595,23595,60373f4d-0d05-4a7f-8d21-646f41434a73
6613,19132,012cb770-c2bc-4512-a72e-2d2d02dbdba8
