S.No,Watershed code,Watershed Name, Village Name,Artificial recharge structure [comand area],,,,,,,,,,Artificial recharge structure [Non-comand area],,,,,,,,,,Artificial recharge structure [Poor-comand area],,,,,,,,,
,,,,Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ farm ponds,"Storage 
ha-m",other structures,Storage [ha.m],Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ farm ponds,"Storage 
ha-m",other structures,Storage [ha.m],Number PTs,"Storage 
ha-m",Number mini PTs,"Storage 
ha-m",Number CDs,"Storage 
ha-m",Number dop/ form ponds,"Storage 
ha-m",other structures,Storage [ha.m]
163,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,THAMARAKHANDI,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
164,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,BAGGANDHORAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,BALLAKRISHNAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,BAKKUPETA,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
167,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,CHINABHOGILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,KHASAPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,R.VENKAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,PANUKUPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,RANGAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,PUNUBUTCHAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,K. SEETHARAMPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,VENNELABUTCHAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,VENKATAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,ANTIPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,RAMAVARAM,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
178,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,PANUKUVALASA (NEAR ARAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,SIVARAMPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,BADEVALASA @ LT.VALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,CHELLIMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,NIMMALAPADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,CHITRAKOTA BODDAVALASA,16,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
184,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,CHINANKALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,BURJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,DAYANIDHIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,02 - F -  06 - 08,VZM_NAG_SVMK_ANTIPETA,JANTHIRAYAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,SINGAMDORAVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
189,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,SANTESWARAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
190,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,TURUMAMIDI,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
191,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,N.R.C. RAJUPURAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
192,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,MAKKUVA,4,15,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
193,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,BANTUMAKKUVA,3,15,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
194,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,CHEMUDU,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
195,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,GANJAIBHADRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
196,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,JILLEDUVALASA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
197,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,DULIBHADRA,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
198,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,DIGUVASEMBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
199,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,SARIKI,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
200,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,MOKHASADANDIGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
201,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,MARIPALLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
202,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,MOKHASAMAMIDIPALLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
203,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,PANDIRIMAMIDIVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
204,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,ANNAMARAJUVALASA,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
205,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,KUDDADIVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
206,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,LAXMIPURAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
207,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,CHEMIDIPATIPOLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
208,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,EDULADANDIGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
209,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,ANTIVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
210,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,DATTIVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
211,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,GURRAPUVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
212,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,MULAKKAYAVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
213,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,KURUKUTTI,5,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
214,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,TUPAKIVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
215,02 -  F - 06 - 05,VZM_NAG_SVMK_BODURUGEDDA,GADILAVALASA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
216,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,ALAGARUVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MULAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DUGGERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,GUNTABHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PANASABHADRA,3,15,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,
221,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,YERRASAMANTHULAVALASA,4,15,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,
222,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PEDAVOOTAGADDA,3,15,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,
223,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,NANDA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
224,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SEEBILLIPEDAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KHAVIRIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PEDAGHASILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MARKONDAPUTTI,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
228,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SARAIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,NAGULLADABBAGADDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,ANASABHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,VIJAYARAMPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,LOVARKHANDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,GOPALAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DABBAGADDA,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
235,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BANGARUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PEETALAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BATTIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KONDAPALLIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SAMBARA,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
240,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,THOTAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SANYASIRAJUPURAM@MARIPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KAVIRIPALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,CHINAMRAJUVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KONDABUTCHAMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SURAPADU @ KANJUPAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,JAGGUDORAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,THONAM,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
249,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BELUGONDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MENDANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BIRAMASI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,NANDAKOTTULAGHASILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,VENKATANISSANKAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,GOCHEKKA,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,
255,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DONKALAKOTHAPATNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,TONKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,TADANGIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SIRIVARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,POYIMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BANDAPAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,GUNJARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,CHINTAMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MASIKA CHINTALA VALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KODAMA,,,1,,7,,3,,,,,,,,,,,,,,,,,,,,,,,
265,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,CHORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MUDANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,CHINA VOOTAGEDDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,THUNDA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MAIPALLE,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
270,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PAGULA CHENNURU,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
271,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DOLIYAMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SOLIPIGUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PATTUCHENNVRU,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,
274,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,LOLINGABHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,YEGUVAMENDANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DONKALA VELAGAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PANASALA VALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MAVUDI,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
279,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KOTTUPARUVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DIGUVAMENDANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,NIMMALAPADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KEERAPADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SIKHAPARUVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BARNAGUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MUDAKARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KOTIYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,YEGUVASEMBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KUDAKARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,TEENUSAMANTHAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BUTALAKARRIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KANDULAPADAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MUCHERLAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDDIMPETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,POLINAIDUVALASA,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDDURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,RAOPALLE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
297,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KOTHAPALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIRLAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KOTHAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GEDDALUPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,AJJADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MURAGADAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHAKARAPALLI AGRAHARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GOWRIPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ULLIBHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SEETHARAMPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KONKADIVARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIVAAMPURAM(NEAR D.VALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DALAIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GOTTIVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,HIKKIMVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,UDDAVOLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINAGUDABA,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
314,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDAGUDABA,3,15,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,
315,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,RAYINDORAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VALLARIGUDABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BURADA VENKATAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GARUGUBILLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIVARAMPURAM NEAR PEDDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SANGAMVALASA,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
321,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,APPANDORAVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGARAJAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINABONDAPALLE,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,
325,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NISSANKAPURAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGAPURAM,,,,,3,,,,,,5,15,,,,,,,,,,,,,,,,,,
327,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KAVITIBHADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DOGGAVANIMULAGA,,,,,,,,,,,4,15,,,,,,,,,,,,,,,,,,
329,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MULAGA,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,
330,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHALAMVALASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
