GW Watershed Name,Iwm basin names,GW Village Name,iwm village names
Skl_F_PMD_Bendigedda_Palasa,SKL_F_03_PALASA-MB,KEDARIPURAM,Kedaripuram-2
Skl_F_Mahendratanaya_N,SKL_F_02_MANDASA-MB,KOKKILIPUTTUGA,Kokkiliputtuga
Skl_F_Vamsadhara_Vamsadhara_W1_Bhamini,SKL_F_05_BHAMINT-MB,KEESARAIJODU,Keesaraijodu
Skl_F_PMD_Sandemmagedda_Nandigam,SKL_F_04_NANDIGAM-MB,PEDDAKEDARI,Peddakedari
Skl_F_Naupada_Desagedda_Tekkali,SKL_F_04_SANTABOMMALI-MB,KOLLIPADU,Kollipadu-1
Skl_F_Nagavali_Nagavali_E_Srikakulam,SKL_F_06_SRIKAKULAM-MB,NEELAKANTAPURAM,Neelakantapuram-2
Skl_F_PMD_Sandemmagedda_Nandigam,SKL_F_04_NANDIGAM-MB,TEMBURU,Temburu
Skl_F_Vamsadhara_Mahendratanaya_W_Meliaputti,SKL_F_05_MELIAPUTTY-MB,KERAINGI,Kerasingi
Skl_F_PMD_Sandemmagedda_Nandigam,SKL_F_04_NANDIGAM-MB,SUBHADRAPURAM,Subhadrapuram
Skl_F_Bahuda_Ichapuram,SKL_F_01_ICHAPURAM-MB,KOLLURU,Kolluru-2
